Age,Annual Salary (USD),Device Used
34.0,89010.0,Mobile
61.0,133288.0,Tablet
18.0,45888.0,Desktop
20.0,46608.0,Tablet
63.0,24401.0,Mobile
43.0,70417.0,Desktop
48.0,80976.0,Tablet
25.0,67959.0,Mobile
60.0,60694.0,Desktop
63.0,178493.0,Mobile
25.0,64625.0,Tablet
52.0,120593.0,Mobile
56.0,131545.0,Desktop
45.0,34163.0,Desktop
68.0,20036.0,Tablet
21.0,194990.0,Mobile
33.0,142635.0,Tablet
30.0,142267.0,Mobile
37.0,112193.0,Mobile
68.0,166798.0,Tablet
22.0,139426.0,Mobile
54.0,92083.0,Desktop
37.0,171204.0,Desktop
41.0,53011.0,Desktop
53.0,103953.0,Desktop
51.0,117646.0,Desktop
62.0,190509.0,Tablet
65.0,176104.0,Mobile
51.0,52822.0,Tablet
36.0,133026.0,Tablet
34.0,71909.0,Tablet
22.0,57786.0,Mobile
42.0,144918.0,Tablet
35.0,42932.0,Mobile
67.0,109187.0,Mobile
25.0,68371.0,Desktop
44.0,170642.0,Desktop
32.0,76155.0,Tablet
62.0,21415.0,Mobile
30.0,115198.0,Tablet
33.0,53227.0,Desktop
39.0,77098.0,Desktop
37.0,133489.0,Mobile
30.0,66807.0,Desktop
37.0,149590.0,Tablet
19.0,36460.0,Tablet
52.0,57440.0,Desktop
64.0,79042.0,Mobile
36.0,79624.0,Desktop
62.0,44396.0,Mobile
54.0,130333.0,Tablet
23.0,139429.0,Tablet
31.0,94935.0,Tablet
21.0,16698.0,Tablet
39.0,137625.0,Desktop
68.0,191645.0,Desktop
56.0,51194.0,Desktop
53.0,59664.0,Desktop
51.0,26416.0,Mobile
44.0,60384.0,Mobile
24.0,167241.0,Desktop
20.0,85110.0,Mobile
64.0,113694.0,Mobile
50.0,193750.0,Desktop
19.0,158771.0,Mobile
59.0,32665.0,Tablet
33.0,115026.0,Tablet
42.0,193071.0,Desktop
32.0,32341.0,Tablet
41.0,185277.0,Desktop
32.0,64914.0,Tablet
48.0,86132.0,Desktop
31.0,20949.0,Mobile
31.0,61784.0,Mobile
23.0,21621.0,Tablet
31.0,76037.0,Mobile
34.0,186617.0,Mobile
35.0,20514.0,Desktop
37.0,54983.0,Tablet
68.0,43656.0,Mobile
34.0,108621.0,Desktop
33.0,103538.0,Tablet
57.0,161353.0,Mobile
56.0,177543.0,Desktop
69.0,153825.0,Mobile
49.0,154813.0,Mobile
61.0,82541.0,Tablet
26.0,197407.0,Tablet
44.0,42141.0,Tablet
63.0,195547.0,Tablet
69.0,156189.0,Tablet
50.0,105222.0,Mobile
27.0,16823.0,Mobile
34.0,35005.0,Desktop
66.0,147210.0,Desktop
66.0,180560.0,Mobile
53.0,64875.0,Mobile
34.0,169087.0,Tablet
35.0,148484.0,Tablet
69.0,94331.0,Desktop
40.0,114070.0,Tablet
51.0,28119.0,Mobile
25.0,26573.0,Desktop
30.0,123656.0,Mobile
40.0,90021.0,Mobile
37.0,173015.0,Mobile
39.0,19017.0,Desktop
64.0,183110.0,Desktop
69.0,197182.0,Tablet
40.0,174869.0,Mobile
58.0,155258.0,Tablet
52.0,127082.0,Tablet
20.0,37781.0,Desktop
51.0,115155.0,Desktop
50.0,173624.0,Desktop
63.0,152982.0,Desktop
34.0,18871.0,Desktop
62.0,29627.0,Tablet
36.0,43586.0,Desktop
47.0,191326.0,Mobile
40.0,89950.0,Tablet
32.0,77126.0,Mobile
31.0,69029.0,Desktop
19.0,190283.0,Desktop
56.0,119665.0,Desktop
66.0,62733.0,Tablet
35.0,35300.0,Desktop
23.0,180910.0,Desktop
49.0,23828.0,Desktop
38.0,128747.0,Mobile
57.0,152914.0,Mobile
45.0,123872.0,Tablet
44.0,166131.0,Desktop
19.0,129402.0,Tablet
50.0,46430.0,Mobile
33.0,132208.0,Mobile
56.0,99445.0,Tablet
39.0,44930.0,Tablet
60.0,134705.0,Mobile
64.0,38221.0,Mobile
30.0,158478.0,Mobile
19.0,15259.0,Mobile
31.0,165452.0,Desktop
55.0,39192.0,Mobile
58.0,121561.0,Tablet
45.0,30733.0,Mobile
24.0,132466.0,Mobile
35.0,196393.0,Desktop
58.0,158388.0,Desktop
53.0,63948.0,Tablet
58.0,105771.0,Mobile
53.0,126491.0,Tablet
61.0,101919.0,Desktop
21.0,108653.0,Desktop
47.0,130048.0,Mobile
41.0,151786.0,Mobile
37.0,21043.0,Tablet
63.0,199021.0,Mobile
48.0,139953.0,Tablet
41.0,157625.0,Mobile
24.0,109045.0,Mobile
43.0,51528.0,Mobile
30.0,44784.0,Desktop
25.0,88904.0,Desktop
22.0,68192.0,Mobile
61.0,21170.0,Mobile
30.0,55896.0,Mobile
46.0,120287.0,Mobile
37.0,109782.0,Tablet
31.0,100919.0,Mobile
49.0,59007.0,Desktop
67.0,75849.0,Tablet
44.0,127917.0,Desktop
42.0,128638.0,Desktop
69.0,157681.0,Desktop
21.0,59610.0,Tablet
38.0,114565.0,Mobile
35.0,85818.0,Mobile
56.0,34270.0,Desktop
32.0,167398.0,Tablet
55.0,167603.0,Mobile
65.0,192032.0,Desktop
69.0,39354.0,Mobile
41.0,96519.0,Tablet
25.0,53639.0,Desktop
45.0,118064.0,Mobile
38.0,115284.0,Tablet
33.0,196811.0,Tablet
33.0,174200.0,Mobile
52.0,103523.0,Tablet
34.0,60832.0,Tablet
26.0,100557.0,Tablet
52.0,104220.0,Desktop
69.0,71316.0,Mobile
46.0,40790.0,Desktop
56.0,81683.0,Tablet
35.0,20550.0,Tablet
29.0,38769.0,Desktop
36.0,115754.0,Desktop
65.0,153210.0,Tablet
39.0,193476.0,Mobile
66.0,119661.0,Mobile
69.0,89601.0,Mobile
32.0,89101.0,Mobile
18.0,16194.0,Mobile
19.0,185327.0,Mobile
25.0,198751.0,Mobile
39.0,44533.0,Tablet
42.0,100401.0,Mobile
19.0,151687.0,Desktop
68.0,120762.0,Desktop
26.0,30084.0,Mobile
26.0,154088.0,Desktop
30.0,172797.0,Tablet
23.0,49825.0,Desktop
47.0,59072.0,Mobile
32.0,164873.0,Mobile
68.0,52246.0,Mobile
32.0,168926.0,Tablet
67.0,72793.0,Tablet
24.0,183458.0,Desktop
28.0,160214.0,Tablet
57.0,32393.0,Desktop
55.0,149850.0,Desktop
57.0,117284.0,Tablet
19.0,161390.0,Desktop
68.0,62068.0,Mobile
65.0,59778.0,Desktop
56.0,112506.0,Desktop
27.0,147322.0,Desktop
61.0,189420.0,Mobile
34.0,33703.0,Desktop
24.0,184750.0,Tablet
57.0,67347.0,Mobile
56.0,83493.0,Desktop
21.0,168794.0,Tablet
52.0,28894.0,Mobile
68.0,72063.0,Tablet
64.0,40772.0,Tablet
53.0,113290.0,Desktop
48.0,182114.0,Tablet
42.0,106168.0,Desktop
58.0,123754.0,Desktop
30.0,79181.0,Desktop
35.0,193928.0,Desktop
38.0,181888.0,Mobile
65.0,115210.0,Mobile
18.0,83475.0,Tablet
53.0,26670.0,Desktop
67.0,122036.0,Mobile
25.0,138397.0,Desktop
69.0,110142.0,Tablet
65.0,94967.0,Tablet
38.0,138303.0,Mobile
60.0,155121.0,Desktop
69.0,26028.0,Desktop
38.0,119762.0,Mobile
44.0,49520.0,Mobile
36.0,44587.0,Desktop
40.0,33050.0,Mobile
68.0,79597.0,Desktop
67.0,150533.0,Mobile
68.0,123909.0,Tablet
60.0,184052.0,Mobile
52.0,17118.0,Desktop
57.0,53394.0,Mobile
69.0,188381.0,Desktop
68.0,22358.0,Tablet
59.0,127853.0,Mobile
65.0,57030.0,Mobile
22.0,71291.0,Desktop
69.0,175994.0,Tablet
58.0,119664.0,Mobile
25.0,78215.0,Desktop
28.0,190519.0,Desktop
33.0,126517.0,Desktop
56.0,46572.0,Mobile
64.0,173589.0,Mobile
41.0,35649.0,Tablet
38.0,114692.0,Mobile
69.0,44927.0,Mobile
40.0,138499.0,Desktop
66.0,157663.0,Mobile
55.0,171904.0,Tablet
64.0,100638.0,Tablet
25.0,144666.0,Desktop
24.0,53289.0,Mobile
19.0,91411.0,Tablet
47.0,146497.0,Tablet
30.0,176672.0,Mobile
40.0,95279.0,Mobile
46.0,153080.0,Desktop
55.0,56176.0,Desktop
54.0,119617.0,Tablet
37.0,23801.0,Mobile
50.0,158717.0,Tablet
46.0,40300.0,Desktop
67.0,159229.0,Tablet
32.0,155087.0,Mobile
40.0,74111.0,Tablet
59.0,90705.0,Desktop
20.0,162345.0,Mobile
54.0,126270.0,Desktop
46.0,43465.0,Desktop
62.0,76723.0,Mobile
25.0,39759.0,Tablet
39.0,90347.0,Desktop
46.0,52094.0,Desktop
19.0,39019.0,Mobile
58.0,17435.0,Mobile
66.0,146806.0,Desktop
67.0,178997.0,Desktop
62.0,133180.0,Mobile
18.0,195218.0,Tablet
61.0,113295.0,Mobile
37.0,22764.0,Desktop
69.0,144600.0,Mobile
38.0,32459.0,Tablet
54.0,85658.0,Desktop
25.0,127716.0,Mobile
44.0,45342.0,Tablet
64.0,188893.0,Tablet
52.0,187030.0,Desktop
23.0,74973.0,Desktop
62.0,71993.0,Tablet
61.0,38135.0,Desktop
36.0,134823.0,Mobile
35.0,134687.0,Mobile
18.0,83500.0,Desktop
42.0,94114.0,Desktop
44.0,192457.0,Tablet
24.0,104942.0,Tablet
61.0,52893.0,Mobile
59.0,183078.0,Mobile
46.0,20786.0,Desktop
48.0,43878.0,Mobile
61.0,121661.0,Tablet
60.0,103013.0,Desktop
53.0,92484.0,Mobile
36.0,132685.0,Mobile
23.0,191540.0,Desktop
42.0,181675.0,Tablet
48.0,54837.0,Tablet
26.0,38854.0,Desktop
37.0,33761.0,Desktop
27.0,109406.0,Mobile
54.0,67009.0,Tablet
44.0,16455.0,Mobile
30.0,73332.0,Tablet
58.0,28682.0,Tablet
19.0,16890.0,Desktop
67.0,193278.0,Mobile
38.0,140362.0,Desktop
50.0,187681.0,Tablet
41.0,74172.0,Mobile
61.0,50196.0,Desktop
59.0,109786.0,Mobile
51.0,66469.0,Mobile
26.0,72390.0,Tablet
19.0,177707.0,Mobile
47.0,142340.0,Tablet
39.0,55816.0,Mobile
63.0,22282.0,Tablet
28.0,96454.0,Desktop
60.0,25446.0,Mobile
34.0,31456.0,Mobile
53.0,110490.0,Desktop
30.0,149529.0,Tablet
24.0,51853.0,Desktop
33.0,189109.0,Tablet
50.0,120892.0,Mobile
62.0,146024.0,Desktop
18.0,196767.0,Mobile
28.0,161295.0,Tablet
23.0,166952.0,Desktop
37.0,111199.0,Mobile
52.0,20045.0,Desktop
61.0,48615.0,Tablet
54.0,145321.0,Desktop
58.0,114699.0,Desktop
43.0,108531.0,Tablet
29.0,72414.0,Desktop
47.0,45426.0,Mobile
45.0,29113.0,Mobile
44.0,72599.0,Tablet
59.0,79614.0,Tablet
36.0,81437.0,Tablet
22.0,164339.0,Mobile
22.0,66854.0,Tablet
58.0,91396.0,Desktop
44.0,139326.0,Desktop
45.0,26110.0,Desktop
43.0,35543.0,Mobile
44.0,188326.0,Tablet
69.0,110929.0,Mobile
66.0,138747.0,Desktop
59.0,91610.0,Desktop
38.0,110238.0,Desktop
18.0,163872.0,Desktop
45.0,157336.0,Mobile
65.0,78534.0,Desktop
32.0,69025.0,Tablet
34.0,102041.0,Desktop
43.0,115886.0,Desktop
37.0,147572.0,Desktop
42.0,55887.0,Desktop
30.0,110653.0,Desktop
50.0,146886.0,Mobile
42.0,122091.0,Mobile
25.0,160611.0,Desktop
22.0,52834.0,Mobile
23.0,91723.0,Mobile
40.0,199059.0,Tablet
69.0,134600.0,Desktop
47.0,21086.0,Desktop
31.0,26510.0,Mobile
40.0,49832.0,Mobile
28.0,197575.0,Mobile
48.0,29200.0,Mobile
23.0,172185.0,Mobile
28.0,120668.0,Desktop
30.0,45141.0,Desktop
29.0,114668.0,Tablet
19.0,97186.0,Desktop
52.0,159480.0,Mobile
53.0,28594.0,Mobile
34.0,188302.0,Desktop
45.0,154298.0,Mobile
45.0,47212.0,Mobile
39.0,15067.0,Desktop
55.0,60663.0,Desktop
24.0,64834.0,Tablet
32.0,28232.0,Tablet
49.0,91682.0,Tablet
28.0,181978.0,Desktop
41.0,61002.0,Mobile
20.0,57291.0,Mobile
47.0,149262.0,Mobile
23.0,114156.0,Mobile
19.0,96578.0,Mobile
31.0,87889.0,Mobile
58.0,175717.0,Tablet
35.0,104157.0,Mobile
68.0,108170.0,Mobile
61.0,105868.0,Tablet
48.0,125492.0,Desktop
30.0,122803.0,Tablet
43.0,160002.0,Desktop
61.0,111177.0,Mobile
29.0,148667.0,Mobile
35.0,79402.0,Mobile
26.0,16218.0,Mobile
66.0,154747.0,Mobile
38.0,78447.0,Mobile
65.0,101603.0,Mobile
66.0,169903.0,Mobile
57.0,39384.0,Mobile
60.0,55527.0,Desktop
41.0,109100.0,Tablet
51.0,92277.0,Mobile
25.0,73465.0,Desktop
61.0,31665.0,Desktop
50.0,187661.0,Tablet
40.0,181306.0,Mobile
30.0,174966.0,Desktop
66.0,183015.0,Tablet
31.0,52689.0,Mobile
31.0,58689.0,Desktop
33.0,185396.0,Mobile
66.0,80180.0,Desktop
55.0,43040.0,Tablet
56.0,40927.0,Mobile
43.0,28514.0,Tablet
43.0,123801.0,Mobile
18.0,71058.0,Mobile
49.0,59398.0,Tablet
32.0,104233.0,Tablet
69.0,105948.0,Tablet
38.0,152211.0,Mobile
35.0,67601.0,Tablet
47.0,76894.0,Tablet
30.0,137262.0,Mobile
41.0,94634.0,Tablet
47.0,165457.0,Desktop
19.0,119303.0,Mobile
36.0,105544.0,Desktop
64.0,35731.0,Tablet
61.0,184959.0,Mobile
64.0,93619.0,Desktop
42.0,157897.0,Mobile
67.0,87586.0,Tablet
31.0,102862.0,Mobile
23.0,91685.0,Mobile
29.0,58745.0,Mobile
37.0,107272.0,Desktop
40.0,101575.0,Desktop
47.0,102097.0,Tablet
47.0,41820.0,Desktop
55.0,35192.0,Mobile
47.0,71968.0,Tablet
58.0,55642.0,Mobile
47.0,135525.0,Desktop
53.0,63145.0,Desktop
66.0,130467.0,Mobile
51.0,66414.0,Tablet
33.0,186725.0,Tablet
41.0,183571.0,Mobile
31.0,65191.0,Tablet
43.0,128316.0,Tablet
25.0,111915.0,Mobile
31.0,104875.0,Tablet
48.0,120870.0,Desktop
19.0,50048.0,Mobile
65.0,94896.0,Desktop
21.0,110632.0,Mobile
18.0,196612.0,Mobile
37.0,112574.0,Desktop
31.0,71314.0,Mobile
57.0,84044.0,Tablet
42.0,76127.0,Mobile
42.0,60015.0,Mobile
20.0,65734.0,Mobile
22.0,160432.0,Tablet
55.0,80056.0,Mobile
43.0,178029.0,Mobile
57.0,116122.0,Tablet
55.0,77502.0,Mobile
55.0,195900.0,Desktop
21.0,58102.0,Tablet
24.0,155677.0,Tablet
47.0,86899.0,Tablet
47.0,106017.0,Desktop
36.0,184227.0,Mobile
56.0,127109.0,Tablet
52.0,37133.0,Mobile
57.0,192217.0,Desktop
50.0,37720.0,Mobile
50.0,174039.0,Mobile
31.0,194746.0,Desktop
55.0,156486.0,Mobile
27.0,18379.0,Desktop
45.0,149223.0,Desktop
31.0,69758.0,Tablet
53.0,197724.0,Tablet
55.0,89140.0,Mobile
33.0,83187.0,Desktop
38.0,31308.0,Desktop
45.0,170833.0,Tablet
50.0,90304.0,Desktop
23.0,149230.0,Mobile
58.0,169847.0,Desktop
32.0,182917.0,Mobile
61.0,161557.0,Mobile
20.0,130857.0,Desktop
60.0,125946.0,Mobile
64.0,137300.0,Mobile
52.0,128002.0,Tablet
31.0,111791.0,Tablet
19.0,36787.0,Desktop
46.0,143324.0,Tablet
21.0,63793.0,Desktop
43.0,22153.0,Desktop
68.0,185165.0,Desktop
29.0,70766.0,Desktop
19.0,20931.0,Mobile
34.0,42040.0,Desktop
52.0,129329.0,Desktop
27.0,163344.0,Desktop
65.0,145197.0,Mobile
39.0,80939.0,Mobile
58.0,27801.0,Tablet
60.0,121280.0,Mobile
38.0,42064.0,Mobile
32.0,18985.0,Tablet
52.0,96796.0,Desktop
65.0,173687.0,Mobile
38.0,74466.0,Tablet
38.0,139052.0,Desktop
38.0,21549.0,Desktop
61.0,85664.0,Mobile
49.0,27801.0,Tablet
22.0,128901.0,Desktop
56.0,197811.0,Desktop
26.0,66380.0,Mobile
35.0,63442.0,Desktop
38.0,25505.0,Desktop
25.0,92906.0,Mobile
61.0,74228.0,Desktop
69.0,95129.0,Tablet
51.0,106695.0,Tablet
27.0,78275.0,Tablet
68.0,44621.0,Tablet
58.0,179487.0,Mobile
41.0,34538.0,Mobile
57.0,84024.0,Desktop
41.0,30332.0,Mobile
49.0,165234.0,Tablet
50.0,39594.0,Tablet
55.0,26793.0,Mobile
61.0,35850.0,Mobile
68.0,75438.0,Mobile
66.0,38936.0,Desktop
51.0,127442.0,Mobile
28.0,18827.0,Desktop
48.0,179482.0,Tablet
35.0,73889.0,Mobile
40.0,140306.0,Tablet
39.0,61790.0,Tablet
60.0,81352.0,Mobile
35.0,75215.0,Tablet
57.0,168382.0,Mobile
64.0,181508.0,Tablet
58.0,73207.0,Desktop
64.0,76643.0,Tablet
56.0,190659.0,Mobile
37.0,92319.0,Tablet
30.0,88095.0,Desktop
62.0,133060.0,Mobile
18.0,57890.0,Tablet
69.0,110736.0,Mobile
21.0,153080.0,Mobile
41.0,74544.0,Tablet
53.0,182902.0,Tablet
53.0,125930.0,Mobile
62.0,169348.0,Mobile
19.0,125079.0,Desktop
45.0,139412.0,Tablet
43.0,68044.0,Desktop
40.0,34184.0,Tablet
32.0,196154.0,Desktop
53.0,36633.0,Desktop
44.0,183033.0,Mobile
23.0,40368.0,Tablet
52.0,42045.0,Desktop
56.0,199259.0,Mobile
55.0,191207.0,Desktop
52.0,84919.0,Mobile
53.0,124390.0,Desktop
27.0,106881.0,Desktop
47.0,76261.0,Tablet
58.0,70464.0,Mobile
55.0,116454.0,Tablet
46.0,142046.0,Tablet
69.0,166814.0,Tablet
60.0,169322.0,Tablet
56.0,148649.0,Tablet
67.0,150377.0,Desktop
21.0,68202.0,Desktop
22.0,107276.0,Mobile
21.0,161023.0,Mobile
53.0,165604.0,Desktop
62.0,93138.0,Desktop
33.0,103074.0,Desktop
42.0,55828.0,Tablet
31.0,33330.0,Tablet
28.0,159314.0,Mobile
46.0,49340.0,Mobile
51.0,109468.0,Tablet
39.0,75989.0,Desktop
31.0,28823.0,Mobile
41.0,97119.0,Mobile
56.0,132065.0,Mobile
43.0,84604.0,Mobile
60.0,23281.0,Tablet
53.0,86734.0,Mobile
56.0,102951.0,Mobile
33.0,56051.0,Desktop
55.0,107215.0,Desktop
49.0,145226.0,Tablet
23.0,72283.0,Tablet
51.0,74309.0,Desktop
25.0,158420.0,Desktop
47.0,78335.0,Desktop
44.0,58124.0,Tablet
24.0,97509.0,Mobile
44.0,142211.0,Tablet
42.0,139960.0,Desktop
63.0,100558.0,Desktop
58.0,67466.0,Tablet
32.0,196009.0,Desktop
42.0,39459.0,Desktop
39.0,60076.0,Desktop
35.0,25080.0,Mobile
29.0,182885.0,Mobile
40.0,35168.0,Desktop
68.0,98097.0,Tablet
62.0,46892.0,Desktop
56.0,149037.0,Mobile
42.0,47438.0,Mobile
27.0,154565.0,Tablet
47.0,191900.0,Mobile
27.0,118467.0,Desktop
51.0,173963.0,Desktop
63.0,55955.0,Desktop
30.0,126010.0,Mobile
46.0,162517.0,Desktop
55.0,48625.0,Tablet
58.0,98260.0,Desktop
62.0,40393.0,Mobile
26.0,173755.0,Desktop
30.0,36399.0,Tablet
54.0,166108.0,Mobile
31.0,132991.0,Mobile
54.0,64941.0,Mobile
26.0,41656.0,Desktop
25.0,179420.0,Tablet
56.0,172689.0,Mobile
57.0,187383.0,Desktop
20.0,115606.0,Mobile
64.0,114377.0,Mobile
57.0,123527.0,Mobile
50.0,46766.0,Desktop
49.0,88097.0,Tablet
24.0,145929.0,Desktop
36.0,125864.0,Tablet
51.0,164338.0,Mobile
31.0,150417.0,Mobile
67.0,163716.0,Tablet
64.0,87583.0,Mobile
63.0,193603.0,Desktop
36.0,183569.0,Tablet
68.0,140061.0,Mobile
43.0,122590.0,Mobile
34.0,59889.0,Desktop
45.0,165992.0,Desktop
36.0,130990.0,Desktop
44.0,84850.0,Mobile
65.0,123519.0,Mobile
69.0,18474.0,Desktop
36.0,102768.0,Tablet
50.0,39039.0,Desktop
68.0,29104.0,Mobile
24.0,143404.0,Tablet
46.0,32786.0,Desktop
60.0,61716.0,Mobile
22.0,145738.0,Mobile
47.0,190430.0,Tablet
66.0,137914.0,Tablet
60.0,66269.0,Mobile
25.0,168265.0,Desktop
59.0,102950.0,Tablet
29.0,31791.0,Desktop
59.0,134363.0,Tablet
30.0,93429.0,Desktop
43.0,118807.0,Tablet
35.0,21224.0,Desktop
59.0,120909.0,Tablet
68.0,42685.0,Desktop
69.0,109045.0,Tablet
66.0,33476.0,Tablet
37.0,137214.0,Desktop
33.0,91598.0,Tablet
54.0,122474.0,Mobile
20.0,16484.0,Desktop
44.0,107526.0,Tablet
32.0,34760.0,Mobile
51.0,21326.0,Desktop
62.0,179306.0,Mobile
39.0,179814.0,Mobile
57.0,191750.0,Tablet
40.0,139802.0,Mobile
66.0,85723.0,Desktop
21.0,140477.0,Tablet
68.0,127325.0,Desktop
58.0,144778.0,Tablet
40.0,29963.0,Tablet
64.0,152310.0,Mobile
26.0,141197.0,Mobile
41.0,193972.0,Mobile
38.0,75494.0,Tablet
58.0,194860.0,Desktop
63.0,56328.0,Tablet
33.0,76790.0,Desktop
42.0,127962.0,Mobile
43.0,158877.0,Desktop
66.0,101037.0,Desktop
62.0,173403.0,Mobile
26.0,89860.0,Tablet
32.0,55632.0,Tablet
56.0,131167.0,Desktop
50.0,102268.0,Mobile
18.0,159297.0,Tablet
22.0,198290.0,Desktop
26.0,54859.0,Tablet
61.0,41496.0,Desktop
23.0,99392.0,Mobile
45.0,15958.0,Desktop
62.0,108399.0,Tablet
43.0,138951.0,Mobile
45.0,98408.0,Desktop
57.0,101687.0,Mobile
32.0,164389.0,Mobile
23.0,28584.0,Mobile
44.0,184567.0,Mobile
55.0,172664.0,Desktop
21.0,52917.0,Mobile
28.0,102672.0,Desktop
38.0,71308.0,Desktop
47.0,183814.0,Tablet
35.0,104010.0,Tablet
52.0,35321.0,Mobile
20.0,182101.0,Tablet
29.0,123798.0,Mobile
44.0,136534.0,Mobile
47.0,126349.0,Mobile
38.0,112313.0,Desktop
55.0,43858.0,Tablet
38.0,56838.0,Tablet
55.0,53336.0,Desktop
57.0,79597.0,Tablet
32.0,150840.0,Desktop
35.0,126467.0,Mobile
69.0,133901.0,Desktop
46.0,20177.0,Desktop
65.0,177833.0,Tablet
55.0,88582.0,Mobile
38.0,196094.0,Mobile
34.0,177955.0,Mobile
58.0,152673.0,Tablet
68.0,89433.0,Desktop
35.0,165145.0,Tablet
54.0,71261.0,Desktop
55.0,189291.0,Tablet
29.0,19581.0,Mobile
28.0,136975.0,Mobile
65.0,54802.0,Tablet
69.0,139457.0,Tablet
66.0,44698.0,Desktop
37.0,66119.0,Mobile
26.0,75393.0,Tablet
18.0,20080.0,Mobile
20.0,79652.0,Tablet
38.0,83664.0,Desktop
40.0,135023.0,Desktop
26.0,77577.0,Tablet
36.0,168278.0,Desktop
62.0,176522.0,Tablet
63.0,93117.0,Desktop
69.0,129490.0,Tablet
36.0,137907.0,Desktop
40.0,59569.0,Desktop
44.0,24811.0,Mobile
44.0,196568.0,Mobile
56.0,92641.0,Tablet
53.0,108897.0,Desktop
29.0,101588.0,Mobile
44.0,158032.0,Desktop
63.0,141709.0,Mobile
51.0,106039.0,Tablet
50.0,33162.0,Mobile
45.0,184706.0,Desktop
48.0,20530.0,Desktop
49.0,137779.0,Desktop
67.0,38128.0,Tablet
37.0,85707.0,Mobile
57.0,150537.0,Desktop
52.0,105275.0,Desktop
48.0,44998.0,Tablet
48.0,42333.0,Desktop
55.0,80886.0,Mobile
39.0,21522.0,Tablet
62.0,192590.0,Desktop
58.0,113504.0,Desktop
26.0,104194.0,Tablet
69.0,50320.0,Tablet
26.0,195047.0,Mobile
32.0,125424.0,Desktop
30.0,128959.0,Mobile
39.0,179891.0,Tablet
33.0,72630.0,Tablet
49.0,71662.0,Mobile
19.0,128305.0,Tablet
43.0,123291.0,Mobile
31.0,149630.0,Desktop
55.0,88834.0,Desktop
51.0,197777.0,Tablet
25.0,18513.0,Mobile
53.0,155532.0,Desktop
38.0,171388.0,Tablet
63.0,128860.0,Mobile
60.0,64512.0,Mobile
45.0,43669.0,Desktop
63.0,118099.0,Desktop
61.0,114754.0,Desktop
65.0,72560.0,Mobile
23.0,46709.0,Mobile
37.0,102705.0,Tablet
48.0,32011.0,Mobile
50.0,34651.0,Desktop
61.0,15566.0,Mobile
24.0,51526.0,Desktop
25.0,17020.0,Desktop
26.0,84066.0,Mobile
19.0,33890.0,Desktop
34.0,90919.0,Desktop
69.0,58882.0,Tablet
62.0,40304.0,Mobile
54.0,133016.0,Mobile
59.0,62742.0,Mobile
61.0,77124.0,Mobile
34.0,179445.0,Tablet
55.0,144925.0,Mobile
52.0,106354.0,Mobile
64.0,53451.0,Tablet
56.0,67754.0,Mobile
47.0,159741.0,Tablet
23.0,35754.0,Tablet
21.0,139779.0,Desktop
68.0,117047.0,Desktop
54.0,150919.0,Tablet
52.0,96472.0,Desktop
26.0,53446.0,Desktop
23.0,112676.0,Desktop
30.0,75489.0,Desktop
39.0,130363.0,Tablet
45.0,84589.0,Mobile
47.0,146994.0,Tablet
69.0,113711.0,Desktop
53.0,65261.0,Desktop
19.0,182432.0,Desktop
53.0,158862.0,Mobile
25.0,160639.0,Desktop
62.0,35343.0,Tablet
59.0,177214.0,Tablet
67.0,16490.0,Tablet
26.0,143369.0,Desktop
18.0,75928.0,Mobile
30.0,174498.0,Tablet
67.0,133888.0,Desktop
32.0,98401.0,Desktop
49.0,180120.0,Tablet
51.0,193650.0,Desktop
60.0,112914.0,Desktop
48.0,177795.0,Desktop
31.0,31178.0,Desktop
64.0,143272.0,Tablet
31.0,52622.0,Desktop
65.0,56834.0,Mobile
46.0,154127.0,Mobile
64.0,145241.0,Tablet
36.0,170759.0,Desktop
44.0,185920.0,Mobile
26.0,186901.0,Tablet
54.0,119762.0,Desktop
54.0,88929.0,Mobile
60.0,96396.0,Mobile
45.0,189685.0,Desktop
69.0,142000.0,Tablet
41.0,98451.0,Mobile
45.0,155653.0,Desktop
53.0,96617.0,Tablet
69.0,98537.0,Tablet
35.0,60101.0,Tablet
42.0,39940.0,Desktop
52.0,83907.0,Mobile
21.0,26016.0,Desktop
31.0,169015.0,Tablet
56.0,69617.0,Desktop
43.0,98292.0,Mobile
25.0,17237.0,Mobile
41.0,116778.0,Mobile
33.0,80263.0,Tablet
37.0,35852.0,Tablet
32.0,151830.0,Tablet
24.0,190394.0,Tablet
34.0,60003.0,Mobile
39.0,100895.0,Mobile
39.0,24176.0,Mobile
29.0,44658.0,Desktop
35.0,140038.0,Tablet
63.0,151746.0,Desktop
64.0,163982.0,Mobile
32.0,42948.0,Mobile
54.0,42749.0,Tablet
33.0,107356.0,Mobile
22.0,143390.0,Tablet
19.0,41678.0,Tablet
69.0,163498.0,Tablet
45.0,60418.0,Mobile
58.0,186781.0,Desktop
44.0,140400.0,Tablet
48.0,174752.0,Desktop
58.0,124203.0,Tablet
53.0,152240.0,Tablet
64.0,193148.0,Tablet
60.0,118845.0,Desktop
18.0,117209.0,Tablet
67.0,16080.0,Tablet
46.0,92333.0,Desktop
18.0,196047.0,Mobile
25.0,133307.0,Tablet
33.0,51018.0,Desktop
45.0,100487.0,Desktop
39.0,118424.0,Mobile
35.0,88775.0,Tablet
39.0,26927.0,Desktop
58.0,15944.0,Tablet
29.0,67420.0,Mobile
